9-19-2025 21:49:41-log: Cannot access game frame or container.
9-19-2025 21:49:43-debug: asset-db:require-engine-code (4658ms)
9-19-2025 21:49:43-log: meshopt wasm decoder initialized
9-19-2025 21:49:43-log: [bullet]:bullet wasm lib loaded.
9-19-2025 21:49:43-log: [box2d]:box2d wasm lib loaded.
9-19-2025 21:49:43-log: Cocos Creator v3.8.7
9-19-2025 21:49:43-log: Forward render pipeline initialized.
9-19-2025 21:49:43-log: Using legacy pipeline
9-19-2025 21:49:44-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:29.41MB, end 79.80MB, increase: 50.39MB
9-19-2025 21:49:51-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:79.84MB, end 274.75MB, increase: 194.91MB
9-19-2025 21:49:51-debug: asset-db:worker-init: initPlugin (7141ms)
9-19-2025 21:49:51-debug: [Assets Memory track]: asset-db:worker-init start:29.40MB, end 274.86MB, increase: 245.45MB
9-19-2025 21:49:51-debug: Run asset db hook programming:beforePreStart ...
9-19-2025 21:49:51-debug: Run asset db hook programming:beforePreStart success!
9-19-2025 21:49:51-debug: Run asset db hook engine-extends:beforePreStart success!
9-19-2025 21:49:51-debug: Run asset db hook engine-extends:beforePreStart ...
9-19-2025 21:49:51-debug: Preimport db  success
9-19-2025 21:49:51-debug: Run asset db hook programming:afterPreStart ...
9-19-2025 21:49:51-debug: Preimport db  success
9-19-2025 21:49:51-debug: starting packer-driver...
9-19-2025 21:49:51-debug: asset-db:worker-init (13331ms)
9-19-2025 21:49:51-debug: asset-db-hook-programming-beforePreStart (103ms)
9-19-2025 21:49:51-debug: asset-db-hook-engine-extends-beforePreStart (101ms)
9-19-2025 21:49:52-debug: initialize scripting environment...
9-19-2025 21:49:52-debug: [[Executor]] prepare before lock
9-19-2025 21:49:52-debug: Set detail map pack:///resolution-detail-map.json: {}
9-19-2025 21:49:52-debug: [[Executor]] prepare after unlock
9-19-2025 21:49:52-debug: Run asset db hook programming:afterPreStart success!
9-19-2025 21:49:52-debug: Start up the 'internal' database...
9-19-2025 21:49:52-debug: Run asset db hook engine-extends:afterPreStart ...
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:52-debug: Run asset db hook engine-extends:afterPreStart success!
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_contentbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_fontsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default-terrainbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_materialsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_cubemapbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_renderpipelinebackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefabbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_uibackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_skyboxbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\dependenciesbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effectsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:49:58-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\gizmobackground: #aaff85; color: #000;color: #000;
