9-19-2025 21:24:43-log: Cannot access game frame or container.
9-19-2025 21:24:46-debug: asset-db:require-engine-code (5457ms)
9-19-2025 21:24:47-log: meshopt wasm decoder initialized
9-19-2025 21:24:47-log: [bullet]:bullet wasm lib loaded.
9-19-2025 21:24:47-log: [box2d]:box2d wasm lib loaded.
9-19-2025 21:24:47-log: Using legacy pipeline
9-19-2025 21:24:47-log: Forward render pipeline initialized.
9-19-2025 21:24:47-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:29.58MB, end 79.97MB, increase: 50.39MB
9-19-2025 21:24:47-log: Cocos Creator v3.8.7
9-19-2025 21:24:57-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:80.01MB, end 274.13MB, increase: 194.11MB
9-19-2025 21:24:57-debug: asset-db:worker-init: initPlugin (9710ms)
9-19-2025 21:24:57-debug: [Assets Memory track]: asset-db:worker-init start:29.57MB, end 274.23MB, increase: 244.65MB
9-19-2025 21:24:57-debug: Run asset db hook programming:beforePreStart success!
9-19-2025 21:24:57-debug: Run asset db hook programming:beforePreStart ...
9-19-2025 21:24:57-debug: Run asset db hook engine-extends:beforePreStart success!
9-19-2025 21:24:57-debug: Run asset db hook engine-extends:beforePreStart ...
9-19-2025 21:24:57-debug: Preimport db  success
9-19-2025 21:24:57-debug: Run asset db hook programming:afterPreStart ...
9-19-2025 21:24:57-debug: Preimport db  success
9-19-2025 21:24:57-debug: starting packer-driver...
9-19-2025 21:24:57-debug: asset-db:worker-init (16297ms)
9-19-2025 21:24:57-debug: asset-db-hook-programming-beforePreStart (238ms)
9-19-2025 21:24:57-debug: asset-db-hook-engine-extends-beforePreStart (237ms)
9-19-2025 21:24:59-debug: initialize scripting environment...
9-19-2025 21:24:59-debug: [[Executor]] prepare before lock
9-19-2025 21:24:59-debug: Set detail map pack:///resolution-detail-map.json: {}
9-19-2025 21:24:59-debug: [[Executor]] prepare after unlock
9-19-2025 21:24:59-debug: Run asset db hook programming:afterPreStart success!
9-19-2025 21:24:59-debug: Run asset db hook engine-extends:afterPreStart ...
9-19-2025 21:24:59-debug: Start up the 'internal' database...
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_cubemapbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunksbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_file_contentbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default-terrainbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_materialsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_fontsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_prefabbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_renderpipelinebackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_skyboxbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\default_uibackground: #aaff85; color: #000;color: #000;
9-19-2025 21:24:59-debug: Run asset db hook engine-extends:afterPreStart success!
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\effectsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\dependenciesbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: asset-db-hook-programming-afterPreStart (16566ms)
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\toolsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\physicsbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\gizmobackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: asset-db:worker-effect-data-processing (14675ms)
9-19-2025 21:25:14-debug: asset-db-hook-engine-extends-afterPreStart (14678ms)
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\builtinbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\commonbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\legacybackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\post-processbackground: #aaff85; color: #000;color: #000;
9-19-2025 21:25:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.7\resources\resources\3d\engine\editor\assets\chunks\lighting-modelsbackground: #aaff85; color: #000;color: #000;
